name,roaster,roast,loc_country,origin,centg_USD,rating,review_date,review,name_extended,roaster_extended,roast_extended,loc_country_extended,origin_1_extended,origin_2_extended,centg_USD_extended,rating_extended,review_date_extended,desc_extended
Panama Finca Hartmann Geisha Natural,Temple Coffee and Tea,Light,United States,Panama,23.81,95,January 2018,"Delicate, deeply sweet, complexly layered. Passionfruit, roasted cacao nib, frankincense, lilac, almond in aroma and cup. Balanced, sweet-tart structure with juicy acidity",Kenya AB Muchoki,Klatch Coffee,Medium-Light,United States,Nyeri Growing Region,South-Central Kenya,5.86,95,November 2017,"Crisply and sweetly tart, delicate yet confident. Peach, vanilla bean, grapefruit zest, almond, pink peppercorn in aroma and cup. Poised in structure: sweet, tart, savory. Mouthfeel is cushiony, plush. Flavor saturates a savory-edged, drying finish."
Ethiopia Reko Estate Yirgacheffe,Temple Coffee and Tea,Medium-Light,United States,Ethiopia,5.58,92,January 2018,"Deep, intense, sweetly perfumy, savory-edged. Dark chocolate, vanilla, dried mango, sandalwood, a hint of dried mint in aroma and cup. Very sweet though also rather drying and tannic in structure",Colombia NariÃ±o Duende,Paradise Roasters,Medium-Light,United States,Narino Department,Southern Colombia,4.98,93,November 2017,"Spice-toned, chocolaty. Chocolate-toned malt, date, hazelnut, fresh pipe tobacco, stick cinnamon in aroma and cup. Richly bittersweet in structure"
Mini-Me Washed Kaffa Forest,Simon Hsiehâ€™s Aroma Roast Coffees,Medium-Dark,Taiwan,Ethiopia,9.2,95,January 2018,"Evaluated as espresso. Intensely chocolaty, vivaciously fruit-toned. Dark chocolate, narcissus, pie cherry, molasses, sandalwood in aroma and small cup. Rich, syrupy mouthfeel. A resonant finish leads with cherry and narcissus notes in the short and sandalwood-toned chocolate in the long. In three parts milk, dark chocolate envelopes deeply stated fruit and floral notes. ",Geisha Panama Santamaria Natural,Campos Coffee,Medium-Light,Australia,Paso Ancho,Volcan,16.56,95,November 2017,"Crisply sweet, intricate, delicately rich. Jasmine, tangerine zest, sandalwood, sweet ripe banana, roasted cacao nib in aroma and cup. Balanced, roundly and gracefully sweet/tart in structure. Light-footed and plush in mouthfeel. Flavor consolidates around jasmine, sandalwood and banana in a sweet, lasting finish."
Ethiopia Dumerso Light Roast,The WestBean Coffee Roasters,Medium,United States,Ethiopia,7.05,92,February 2018,"Fruit-forward, delicate yet intense. Complex flowers (lily to lavendar), sandalwood, dark chocolate, plum, a hint of brandy in aroma and cup. Roundly and deeply crisp in structure",Estate Medium Roast,Ka'u Specialty Coffee,Medium-Light,Hawai'i,Ka'U Growing Region,Big Island Of Hawaii,13,93,January 2018,"Deeply sweet, delicately zesty, complexly fruit- and floral-toned. Peach, grapefruit zest, alyssum-like flowers, dark chocolate, cinnamon in aroma and cup. Sweetly tart in structure, with a deepening savory-bitter edge. Light, satiny mouthfeel"
Kenya AA Karamundi,Revel Coffee,Medium-Light,United States,Kenya,4.56,92,February 2018,"Delicate, sweetly tart. Roasted cacao nib, honeysuckle, tamarind, spearmint, plum in aroma and cup. Balanced structure with brisk acidity",Ethiopia Holy Grail Natural Yirgacheffe,Simon Hsiehâ€™s Aroma Roast Coffees,Medium,Taiwan,Yirgacheffe Growing Region,Southern Ethiopia,17.7,93,January 2018,"Evaluated as espresso. Crisply sweet-tart. Frangipane, dark chocolate, cedar, tamarind, jasmine in aroma and small cup. Crisp, velvety mouthfeel"
Ethiopia Natural Sidamo Papilio,Kakalove Cafe,Light,Taiwan,Ethiopia,4.25,93,February 2018,"Delicate but richly intricate. Cocoa, almond paste, lemon verbena, hints of lily and grappa-like spirits in aroma and cup. Savory-sweet and brisk, though juicy in structure. Very lightly syrupy in mouthfeel. The finish is deeply savory-sweet and crisply flavor-saturated. ",Kenya Karinga,Amavida Coffee Roasters,Medium-Light,United States,Gatundu,Thika Province,8.8,92,December 2017,"Sweetly tart, intense but balanced. Orange zest, red currant, tea rose, white sage, roasted cashew in aroma and cup. Brisk and savory-edged but sweet in structure"
Ethiopia Banko Gotiti Natural,Kakalove Cafe,Light,Taiwan,Ethiopia,4.6,94,February 2018,Deeply and richly sweet,Thailand Doi Pangkhon Espresso,Paradise Roasters,Medium,United States,Doi Pangkhon Growing Region,Northern Thailand,4.98,91,December 2017,"Evaluated as espresso. Sweetly bright, tartly juicy. Grapefruit zest, mango, chocolate, fresh-cut fir in aroma and small cup. Very lightly syrupy and lively in mouthfeel. Rounds in the finish and the chocolate comes forward. In three parts milk a dry, orangy chocolate dominates, crisply and pleasingly.  "
Peru Finca EcolÃ³gica Agua Colorada,Red Rooster Coffee Roaster,Light,United States,Peru,4.85,93,February 2018,"Richly sweet, floral-toned. Wisteria, roasted cacao nib, almond, caramel, hint of musk in aroma and cup. Balanced, sweetly tart structure with juicy acidity",Ulos Batak Sumatra,JBC Coffee Roasters,Medium-Light,United States,Northern Sumatra,Indonesia,5.57,96,December 2017,"Intensely rich, deeply sweet, complex. Chocolate fudge, lavender, grapefruit zest, moist perique-style tobacco, coconut-covered date in aroma and cup. Balanced, sweetly savory in structure with lively acidity"
Guatemala Retiro Natural Process,Durango Coffee Company,Medium-Light,United States,Guatemala,4.63,94,February 2018,"Delicate but deeply and quietly intense. Cocoa, peach, fresh-cut fir, brown sugar, a hint of lush, lily-like flowers in aroma and cup. Balanced, crisply sweet in structure",Gaitania Colombia,JBC Coffee Roasters,Light,United States,Southern Tolima Department,West-Central Colombia,4.63,91,December 2017,"Crisply sweet, high-toned. Maple syrup, narcissus, ripe orange, hazelnut, a hint of cardamom in aroma and cup. Gently sweet-tart structure"
Gaitania Colombia,JBC Coffee Roasters,Medium-Light,United States,Colombia,4.63,93,February 2018,"Big, round, deeply resonant, layered. Fresh-cut cedar, bakerâ€™s chocolate, autumn squash, a hint of thyme in aroma and cup. Sweet-savory, low-toned in structure",Blue Label La Esmeralda Porton Pascua Gesha,PT's Coffee Roasting,Medium-Light,United States,Boquete Growing Region,Western Panama,26.46,95,December 2017,"Richly sweet, crisply complex, spice-toned. Lilac, bergamot, white peach, caramelized walnut, sandalwood in aroma and cup. Delicate, sweetly tart, juicy in structure"
Rwanda Remera Kabeza,Durango Coffee Company,Medium,United States,Rwanda,4.98,93,February 2018,"Roundly and sweetly citrusy. Ripe tangerine, caramel, freesia-like flowers, cedar, a hint perhaps of fresh parsley-like herb in aroma and cup. Sweetly and gently tart, pure and juicy in structure. Very smooth, fullish, satiny mouthfeel. Flavor consolidates in a layered, resonant finish. ",Auromar Gesha Natural,PT's Coffee Roasting,Light,United States,Piedra Candela,Chiriqui Province,17.64,93,December 2017,"Delicate, crisply sweet. Dried coconut, bakerâ€™s chocolate, candied violet, cedar, nutmeg in aroma and cup. Balanced, sweet-tart structure"
Dodora Double,Barrington Coffee Roasting,Light,United States,Ethiopia,8.77,96,March 2018,"Lush, vibrant",Haraz Special Red Yemen,PT's Coffee Roasting,Light,United States,Haraz Growing Region,North-Central Yemen,12.13,92,December 2017,"Engaging, richly sweet-savory. Caramelized fig, earthy pipe tobacco, aged rum, hibiscus, cinnamon in aroma and cup. Sweetly tart structure"
Lekali (Nepal),Barrington Coffee Roasting,Medium,United States,Nepal,8.77,90,March 2018,"Delicate, crisply sweet-savory, roast-rounded. Dark chocolate, orange blossom, almond, sandalwood, tamari in aroma and cup. Savory sweet in structure  with gentle acidity",â€œNaturalsâ€,Hala Tree Kona Coffee,Medium-Light,Hawai'i,Captain Cook,North Kona Growing District,13.23,92,December 2017,"Sweet-toned, fruit-forward. Raspberry, cedar, bakerâ€™s chocolate, gardenia, molasses in aroma and cup. Bittersweet structure"
Costa Rica Tarrazu,Caffe Luxxe,Medium-Light,United States,Costa Rica,7.35,91,March 2018,"Deeply sweet, richly wood-framed. Watermelon candy, sandalwood, narcissus-like flowers, toasted pecan, maple syrup in aroma and cup. Bittersweet structure",Finca Merced Guatemala,Chocolate Fish Coffee Roasters,Light,United States,Chimaltenango Department,Guatemala,5,93,December 2017,"Richly sweet, high-toned. Maple syrup, orange zest, roasted cacao nib, peach, cedar in aroma and cup. Sweet-tart structure"
Ethiopia Reko,Java Blend Coffee Roasters,Medium-Light,Canada,Ethiopia,3.31,92,March 2018,"Deeply and richly sweet. Strawberry, peach, sandalwood, almond butter, chrysanthemum in aroma and cup. Sweetly tart structure",El PeÃ±on Nicaragua,Barrington Coffee Roasting,Light,United States,Jinotega,Nicaragua,5.28,94,December 2017,"Vibrant, richly sweet, clear-toned. Roasted cacao nib, ginger blossom, dried fig, sandalwood, sugar cane in aroma and cup. Lushly sweet-tart in structure with juicy acidity"
Kenya Kirinyaga,Big Shoulders Coffee,Light,United States,Kenya,4.41,94,March 2018,"Intricately layered, deeply and sweetly pungent. Roasted cacao nib, lemon zest, lilac, candied ginger, frankincense in aroma and cup. Sweet-tart structure with bright, juicy acidity",Kenya Chorongi Peaberry,Speckled Ax,Medium-Light,United States,Mukaro,Nyeri Growing Region,5.88,95,December 2017,"Intense, dynamic, richly sweet-savory. Passionfruit jam, bakerâ€™s chocolate, aromatic orchid, sandalwood, almond in aroma and cup. Bright, sweetly tart in structure"
Ethiopia,Caffeic,Medium-Light,United States,Ethiopia,4.12,93,March 2018,"Richly sweet, spice-toned. Dried cherry, lemon zest, bakerâ€™s chocolate, cashew, a hint of cayenne in aroma and cup. Delicate, sweetly tart structure with bright acidity",Honduras Los Catadores Honey,Kakalove Cafe,Medium-Light,Taiwan,Marcala Growing Region,La Paz Department,3.54,93,December 2017,"Evaluated as espresso. Deeply expressed dark chocolate, magnolia-like flowers, grapefruit zest, date, cedar in aroma and small cup. Lean, though very smooth mouthfeel"
Ethiopia Guji Deri Korcha White Honey,Kakalove Cafe,Light,Taiwan,Ethiopia,3.92,93,March 2018,"Sweetly pungent, high-toned. Dried apple, orange blossom, toffee, cedar, dark chocolate in aroma and cup. Sweetly tart structure, with juicy acidity",Static Kenya Kavutiri,Espresso Republic,Medium-Light,United States,Kiambu County,South-Central Kenya,7.35,92,December 2017,"Delicate, sweetly spice-toned. Red currant, lemon verbena, bakerâ€™s chocolate, rose hips, a hint of cannabis in aroma and cup. Crisply sweet-savory structure"
Rwanda Bufcafe Remera,Mr. Espresso,Medium,United States,Rwanda,4.26,92,March 2018,"Balanced and bright with a savory, root-vegetable depth. Lemon verbena, ripe orange zest, roasted cacao nib, rhododendron, a hint of brothy cooked root vegetables in aroma and cup. Structure is quietly sweet/tart with a savory edge",Honduras La Lesquinada Washed,Kakalove Cafe,Medium-Light,Taiwan,Copan,Honduras,3.54,92,December 2017,"Evaluated as espresso. Bright, zesty-sweet. Bakerâ€™s chocolate, lemon zest, black cherry, fresh-cut fir, narcissus in aroma and small cup. Crisp, velvety mouthfeel"
Kona MoccaÂ®,Hula Daddy Kona Coffee,Medium,Hawai'i,Hawai'I,19.82,95,February 2018,"Crisp, delicate, yet intense and original. Lush, rose-like flowers, dark chocolate, cedar, almond, ripe pineapple in aroma and cup. Balanced and complete in structure, poised at a round, satisfying intersection of sweet, tart and bitter. Light but syrupy in texture. Layered and resonant in the finish: rose, chocolate, almond all ring on.",Kenya Gicherori,The WestBean Coffee Roasters,Medium-Light,United States,Kiambu County,South-Central Kenya,7.05,91,December 2017,"Sweetly savory, layered. Rhododendron-like flowers, cinnamon, bakerâ€™s chocolate, cedar, red currant in aroma and cup. Round, savory-leaning structure"
Ethiopia Suke Quto Honey,Paradise Roasters,Medium-Light,United States,Ethiopia,5.28,94,February 2018,"Bright, richly sweet. Lime blossom, raspberry jam, sandalwood, roasted cacao nib, maple syrup in aroma and cup. Sweetly tart in structure with juicy acidity",Ethiopia Yirgacheffe,Mystic Monk Coffee,Medium,United States,Yirgacheffe Growing Region,Southern Ethiopia,4.11,90,February 2018,"Richly sweet, chocolate-toned. Molasses, bakerâ€™s chocolate, lily, cedar, black peppercorn in aroma and cup. Bittersweet structure with round, gentle acidity"
Ethiopia Worka Natural,Red Rooster Coffee Roaster,Medium-Light,United States,Ethiopia,4.85,93,April 2018,"Richly sweet, fruit-toned. Raspberry jam, almond butter, rhododendron-like flowers, grappa, cocoa powder in aroma and cup. Sweet-tart structure with fruit-forward acidity",Bufcafe Rwanda Espresso,JBC Coffee Roasters,Medium-Light,United States,Nyamagabe District,Southern Province,5.07,93,January 2018,"Evaluated as espresso. Delicate, crisply sweet-savory. Tamarind, bakerâ€™s chocolate, rhododendron, mulberry, oak in aroma and small cup. Confident, satiny-smooth mouthfeel"
Ecuador Pichincha Typica,Paradise Roasters,Medium-Light,United States,Ecuador,6.15,93,April 2018,"Delicate, intricately sweet. Dried mango, roasted cacao nib, honeysuckle, freesia-like flowers, a hint of cumin in aroma and cup. Deeply rich, balanced  structure",Bufcafe Rwanda,JBC Coffee Roasters,Light,United States,Nyamagabe District,Southern Province,5.07,93,January 2018,"Deeply sweet, richly savory. Dried apricot, roasted cacao nib, freesia, almond, tamarind in aroma and cup. Balanced, sweet-savory structure"
Kenya Ndnunduri,Greater Goods Coffee Roasters,Medium-Light,United States,Kenya,5,93,April 2018,"Richly sweet, spice-toned. Black currant, molasses, amber oil, allspice, wisteria-like flowers in aroma and cup. Deeply sweet structure",Gedeb Ethiopia,JBC Coffee Roasters,Medium-Light,United States,Gedeb District,Gedeo Zone,5.51,95,January 2018,"Deeply sweet, intensely pungent. Dark chocolate, tangerine zest, star jasmine, maple syrup, frankincense in aroma and cup. Deeply sweet-toned in structure with lively, bright acidity"
Ethiopia Gedeb Gotiti,Tico Coffee Roasters,Light,United States,Ethiopia,5.88,93,April 2018,"High-toned, richly sweet-savory. Mango, honey, lemongrass, oak, narcissus in aroma and cup. Balanced, sweetly savory structure with lively acidity",Civet Yirgacheffe Sisota,"Good Chance Biotechnology, Ltd.",Medium-Light,Taiwan,Sidamo Growing Region,South-Central Ethiopia,90.83,93,January 2018,"Richly savory, sweetly herb-toned. Bakerâ€™s chocolate, fennel, black cherry, cedar, wisteria-like flowers in aroma and cup. Round, deeply sweet in structure"
Finca La Maria Geisha Natural,Bird Rock Coffee Roasters,Medium-Light,United States,Colombia,22.49,95,April 2018,"Lush, high-toned, richly sweet. Apricot, bergamot zest, nougat, sandalwood, honeysuckle in aroma and cup. Deeply sweet in structure, with juicy, bright acidity",Civet Ethiopia Papilio Sidamo,"Good Chance Biotechnology, Ltd.",Medium-Light,Taiwan,Sidamo Growing Region,South-Central Ethiopia,90.83,93,January 2018,"Delicately sweet-tart, fruit-toned. Strawberry, aged rum, cocoa powder, pink peppercorn, celery seed in aroma and cup. Sweetly fermenty in structure"
Ethiopia Guji Gigessa,Roasters Note,Light,Taiwan,Ethiopia,6.51,94,April 2018,"High-toned, deeply sweet. Black currant, honey, sandalwood, narcissus-like flowers, roasted cacao nib in aroma and cup. Sweet-tart in structure with juicy, bright acidity",Estate Carbonic Maceration,Ka'u Specialty Coffee,Medium-Light,Hawai'i,Ka'U Growing Region,Big Island Of Hawaii,13,90,January 2018,"Gently bittersweet, deeply floral-toned. Bakerâ€™s chocolate, aromatic orchid, hazelnut, oak in aroma and cup. Low-toned, crisply bittersweet in structure. Mouthfeel is light though silky. The finish consolidates to a rich, oaky chocolate.   "
Granja La Esperanza Sudan Rume Natural,PT's Coffee Roasting,Medium,United States,Colombia,16.53,95,April 2018,"Intensely pungent, richly vibrant, deeply sweet, startlingly original. Complex spice (cinnamon, clove, nutmeg), herb (fresh cilantro, parsley), bakerâ€™s chocolate, lime zest, sweetly pungent spirits (Brazilian cachaÃ§a?) in aroma and cup. Deeply sweet and roundly tart in structure. Full, syrupy mouthfeel. The shifting, layered intrigue in the cup carries far into a long, resonant finish.",Ethiopia Banko Gotiti,Red Rooster Coffee Roaster,Light,United States,Kochere,Yirgacheffe Growing Region,4.99,94,January 2018,"Resonantly fruit-forward, elegant, complex. Honey, dried raspberry, chocolate truffle, aged rum, a hint of marjoram in aroma and cup. Juicy, rich structure with bright, vibrant acidity"
